zhan1767@b2240-06:~/CSC_321/assignment/a4-code-v2-updated$ MKL_NUM_THREADS=1 python vanilla_gan.py --num_epochs=40
Namespace(batch_size=16, beta1=0.5, beta2=0.999, checkpoint_dir='./checkpoints_vanilla', checkpoint_every=400, conv_dim=32, emoji='Apple', image_size=32, log_step=10, lr=0.0003, noise_size=100, num_epochs=40, num_workers=0, sample_dir='./samples_vanilla', sample_every=200)
                    G
---------------------------------------
DCGenerator(
  (deconv1): Sequential(
    (0): ConvTranspose2d (100, 128, kernel_size=(4, 4), stride=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True)
  )
  (deconv2): Sequential(
    (0): ConvTranspose2d (128, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True)
  )
  (deconv3): Sequential(
    (0): ConvTranspose2d (64, 32, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True)
  )
  (deconv4): Sequential(
    (0): ConvTranspose2d (32, 3, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
  )
)
---------------------------------------
                    D
---------------------------------------
DCDiscriminator(
  (conv1): Sequential(
    (0): Conv2d (3, 32, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True)
  )
  (conv2): Sequential(
    (0): Conv2d (32, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True)
  )
  (conv3): Sequential(
    (0): Conv2d (64, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True)
  )
  (conv4): Sequential(
    (0): Conv2d (128, 1, kernel_size=(4, 4), stride=(1, 1), bias=False)
  )
)
---------------------------------------
Models moved to GPU.
Iteration [  10/5680] | d_real_loss: 0.0927 | d_fake_loss: 0.0974 | g_loss: 0.3608
Iteration [  20/5680] | d_real_loss: 0.0896 | d_fake_loss: 0.0784 | g_loss: 0.4500
Iteration [  30/5680] | d_real_loss: 0.0691 | d_fake_loss: 0.0590 | g_loss: 0.5666
Iteration [  40/5680] | d_real_loss: 0.0413 | d_fake_loss: 0.0462 | g_loss: 0.6771
Iteration [  50/5680] | d_real_loss: 0.0158 | d_fake_loss: 0.0593 | g_loss: 0.6549
Iteration [  60/5680] | d_real_loss: 0.0502 | d_fake_loss: 0.0256 | g_loss: 0.7844
Iteration [  70/5680] | d_real_loss: 0.0450 | d_fake_loss: 0.0147 | g_loss: 0.7287
Iteration [  80/5680] | d_real_loss: 0.0154 | d_fake_loss: 0.0619 | g_loss: 0.8279
Iteration [  90/5680] | d_real_loss: 0.0235 | d_fake_loss: 0.0945 | g_loss: 0.8130
Iteration [ 100/5680] | d_real_loss: 0.0766 | d_fake_loss: 0.0541 | g_loss: 0.7478
Iteration [ 110/5680] | d_real_loss: 0.0447 | d_fake_loss: 0.0304 | g_loss: 0.7451
Iteration [ 120/5680] | d_real_loss: 0.0360 | d_fake_loss: 0.0093 | g_loss: 0.8472
Iteration [ 130/5680] | d_real_loss: 0.0312 | d_fake_loss: 0.0052 | g_loss: 0.8415
Iteration [ 140/5680] | d_real_loss: 0.0351 | d_fake_loss: 0.1004 | g_loss: 0.8991
Iteration [ 150/5680] | d_real_loss: 0.0085 | d_fake_loss: 0.1618 | g_loss: 0.8157
Iteration [ 160/5680] | d_real_loss: 0.1025 | d_fake_loss: 0.0329 | g_loss: 0.5616
Iteration [ 170/5680] | d_real_loss: 0.0621 | d_fake_loss: 0.0115 | g_loss: 0.7210
Iteration [ 180/5680] | d_real_loss: 0.1309 | d_fake_loss: 0.0249 | g_loss: 0.5301
Iteration [ 190/5680] | d_real_loss: 0.0868 | d_fake_loss: 0.0460 | g_loss: 0.6859
Iteration [ 200/5680] | d_real_loss: 0.0619 | d_fake_loss: 0.1060 | g_loss: 0.6918
Saved ./samples_vanilla/sample-000200.png
Iteration [ 210/5680] | d_real_loss: 0.0473 | d_fake_loss: 0.1506 | g_loss: 0.7437
Iteration [ 220/5680] | d_real_loss: 0.0974 | d_fake_loss: 0.0882 | g_loss: 0.5907
Iteration [ 230/5680] | d_real_loss: 0.0409 | d_fake_loss: 0.0697 | g_loss: 0.6134
Iteration [ 240/5680] | d_real_loss: 0.1638 | d_fake_loss: 0.0303 | g_loss: 0.5278
Iteration [ 250/5680] | d_real_loss: 0.0319 | d_fake_loss: 0.0649 | g_loss: 0.5413
Iteration [ 260/5680] | d_real_loss: 0.0400 | d_fake_loss: 0.0870 | g_loss: 0.7216
Iteration [ 270/5680] | d_real_loss: 0.0297 | d_fake_loss: 0.0903 | g_loss: 0.6446
Iteration [ 280/5680] | d_real_loss: 0.1487 | d_fake_loss: 0.0657 | g_loss: 0.6098
Iteration [ 290/5680] | d_real_loss: 0.0306 | d_fake_loss: 0.0881 | g_loss: 0.7272
